Data Through Date,Eligibility,Project Name,Solicitation Name,Fixed REC Price,Index REC Strike Price,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Article 10 or 94C Case Number,Second Article 10 or 94C Case Number,Article VII,Federal Permitting Mechanism,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,Transmission Capacity (HVDC),Georeference
01/18/2024,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20,80,Mohawk Valley,,800,94-C,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,,,,13617,St Lawrence,NY,North Country,Cancelled,,20,240,240,456221,547465,,,POINT (-75.1666049 44.5958034)
01/18/2024,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20,80,West,,859,94-C,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,,,,14067,Niagara,NY,Western New York,Cancelled,,20,350,350,665322,798386,,,POINT (-78.57407 43.195095)
01/18/2024,Tier 1,Stern Solar,RESRFP21-1,,,Solar,New,,"Stern Solar, LLC",CS Energy,,,Capital,,"1,198",SEQR,,,,,12154,Rensselaer,NY,Capital Region,Cancelled,,20,19.99,19.99,41700,50040,,,POINT (-73.585035 42.90228)
01/18/2024,Tier 1,Yellow Barn Solar,RESRFP21-1,,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,,,Central,,"1,009",94-C,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,,,,14882,Tompkins,NY,Southern Tier,Cancelled,,20,160,160,299886,359863,,,POINT (-76.4983209 42.5355856)
01/18/2024,Tier 1,York Run Solar,RESRFP21-1,,,Solar,New,,"York Run Solar, LLC",CS Energy,,,West,,"1,151",94-C,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64973&MNO=23-00049,,,,14701,Chautauqua,NY,Western New York,Cancelled,,20,90,90,174520,209424,,,POINT (-79.238355 42.099115)
01/18/2024,Tier 1,Alfred Oaks Solar,RESRFP21-1,,,Solar,New,,"Alfred Oaks Solar, LLC",Northland Power,20,40,Central,,"1,096",94-C,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64954&MNO=22-00030,,,,14806,Allegany,NY,Western New York,Cancelled,,20,100,100,183960,220752,,,POINT (-77.7945 42.15764)
01/18/2024,Tier 1,Hemlock Ridge Solar,RESRFP22-1,,,Solar,New,,Hemlock Ridge Solar LLC,AES Corporation,,,Genesee,,950,94-C,,,,,14103,Orleans,NY,Finger Lakes,Under Development,2026,20,200,200,388944,466733,,,POINT (-78.39127 43.21902)
01/18/2024,Tier 1,Oxbow Hill Solar,RESRFP22-1,,,Solar,New,,Cypress Creek Renewables,Cypress Creek Renewables,,,Mohawk Valley,,805,94-C,,,,,13035,Madison,NY,Central New York,Cancelled,,20,140,140,257544,309053,,,POINT (-75.85363 42.93284)
01/18/2024,Tier 1,Riverside Solar,RESRFP22-1,,,Solar,New,,"Riverside Solar, LLC",AES Corporation,,,Mohawk Valley,,882,94-C,,,,,13622,Jefferson,NY,North Country,Under Development,2028,20,100,100,201480,241776,,,POINT (-76.1369077 44.0657259)
01/18/2024,Tier 1,Somerset Solar,RESRFP22-1,,,Solar,New,,"Somerset Solar, LLC",AES Corporation,,,West,,"1,079",94-C,,,,,14012,Niagara,NY,Western New York,Under Development,2026,20,125,125,226665,271998,,,POINT (-78.55375 43.33009)
01/18/2024,Tier 1,SunEast Hampton Corners Solar,RESRFP22-1,,,Solar,New,,Cordelio Power,Cordelio Power,,,West,,"1,092",94-C,,,,,14462,Livingston,NY,Finger Lakes,Cancelled,,20,19.99,19.99,42727,51272,,,POINT (-77.7697987 42.6646563)
01/18/2024,Tier 1,SunEast Millers Grove Solar,RESRFP22-1,,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,"1,047",94-C,,,,,13340,Herkimer,NY,Mohawk Valley,Cancelled,,20,19.99,19.99,39926,47911,,,POINT (-75.068965 43.033565)
01/18/2024,Tier 1,SunEast Morris Solar,RESRFP22-1,,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,"1,039",94-C,,,,,13642,St Lawrence,NY,North Country,Cancelled,,20,19.99,19.99,41502,49802,,,POINT (-75.467785 44.33556)
01/18/2024,Tier 1,SunEast Niagara Solar,RESRFP22-1,,,Solar,New,,Cordelio Power,Cordelio Power,,,West,,592,94-C,,,,,14011,Wyoming,NY,Finger Lakes,Under Development,2024,20,19.99,19.99,33797,40556,,,POINT (-78.280085 42.86402)
01/18/2024,Tier 1,Valcour Altona Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Altona NewCo, LLC",AES Corporation,,,North,323606,,94-C,,,,,12910,Clinton,NY,North Country,Under Development,2027,20,97.5,97.5,219504,263405,,,POINT (-73.65417 44.888405)
01/18/2024,Tier 1,Valcour Bliss Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Bliss NewCo, LLC",AES Corporation,,,West,323608,,94-C,,,,,14024,Wyoming,NY,Finger Lakes,Under Development,2027,20,100.5,100.5,261473,313768,,,POINT (-78.254915 42.57816)
01/18/2024,Tier 1,Valcour Chateaugay Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Chateaugay NewCo, LLC",AES Corporation,,,North,323614,,94-C,,,,,12923,Clinton,NY,North Country,Under Development,2027,20,106.5,106.5,260290,312348,,,POINT (-73.9322061 44.9552406)
01/18/2024,Tier 1,Valcour Clinton Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Clinton NewCo, LLC",AES Corporation,,,North,323605,,94-C,,,,,12923,Clinton,NY,North Country,Under Development,2027,20,100.5,100.5,226258,271510,,,POINT (-73.9322061 44.9552406)
01/18/2024,Tier 1,Valcour Ellenburg Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Ellenburg NewCo, LLC",AES Corporation,,,North,323604,,94-C,,,,,12923,Clinton,NY,North Country,Under Development,2027,20,81,81,214997,257996,,,POINT (-73.9322061 44.9552406)
01/18/2024,Tier 1,Valcour Wethersfield Windpark,RESRFP22-1,,,Land Based Wind,Existing,Repower,"Valcour Wethersfield NewCo, LLC",AES Corporation,,,Central,323626,,94-C,,,,,14066,Wyoming,NY,Finger Lakes,Under Development,2027,20,126,126,334439,401327,,,POINT (-78.13412 42.64708)
01/18/2024,Tier 1,White Creek Solar,RESRFP22-1,,,Solar,New,,White Creek Solar LLC,AES Corporation,,,Genesee,,777,94-C,,,,,14533,Livingston,NY,Finger Lakes,Under Development,2026,20,135,135,268450,322140,,,POINT (-77.8970984 42.8262)
01/18/2024,Tier 1,Clear View Solar,RESRFP22-1,,,Solar,New,,Clear View Solar LLC,VC Renewables LLC,,,Central,,"1,003",94-C,,,,,14808,Steuben,NY,Southern Tier,Under Development,2025,20,19.99,19.99,42377,50852,,,POINT (-77.4742866 42.5552273)
01/18/2024,Tier 1,Hatchery Solar,RESRFP22-1,,,Solar,New,,Hatchery Solar LLC,VC Renewables LLC,,,Central,,932,94-C,,,,,14423,Livingston,NY,Finger Lakes,Under Development,2025,20,19.99,19.99,40976,49171,,,POINT (-77.8498331 42.9703172)
01/18/2024,Tier 1,Stonewall Solar,RESRFP22-1,,,Solar,New,,"Stonewall Solar, LLC",Nexamp,20,80,Mohawk Valley,,"1,229",94-C,,,,,13757,Delaware,NY,Southern Tier,Under Development,2026,20,145,145,283255,339906,,,POINT (-74.89129 42.42598)
01/18/2024,Tier 1,Mineral Basin Solar,RESRFP22-1,,,Solar,New,,"Mineral Basin Solar Power, LLC",Swift Current Energy,,,Central,,"1,080",94-C,,,,,16830,,Pennsylvania,,Under Development,2026,20,401.64,401.64,731820,878184,,,POINT (-78.44163 41.025125)
01/18/2024,Tier 1,Gravel Road Solar,RESRFP22-1,,,Solar,New,,"Gravel Road Solar, LLC",Delaware River Solar,,,Central,,"1,236",94-C,,,,,13148,Seneca,NY,Finger Lakes,Under Development,2026,20,128,128,224256,269107,,,POINT (-76.795365 42.91278)
01/18/2024,Tier 1,North Country Wind,RESRFP22-1,,,Land Based Wind,New,,"NY North Country, LLC",Terra-Gen,,,North,,866,94-C,,,,,12917,Franklin,NY,North Country,Cancelled,,20,298.2,298.2,919506,1103407,,,POINT (-74.169135 44.90472)
01/18/2024,Tier 1,Dolgeville Hydro,RESRFP22-1,,,Hydroelectric,Existing,Return to Service,EONY Generation Limited,EONY Generation Limited,,,Mohawk Valley,23807,,,,,,,13329,Herkimer,NY,Mohawk Valley,Under Development,,20,5,5,17170,20604,,,POINT (-74.77389 43.10185)
01/18/2024,Maintenance,Azure Mountain,RPS Maintenance,20.00,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,12980,Franklin,NY,North Country,Completed,2013,10,,0.8,2500,2500,,,POINT (-74.5444923 44.6751788)
01/18/2024,Maintenance,Boralex Chateaugay,RPS Maintenance,26.00,,Maintenance Biomass,,,,,,,North,,,,,,,,12920,Franklin,NY,North Country,Completed,2006,10,,21,128000,128000,,,POINT (-74.07652 44.925855)
01/18/2024,Maintenance,Lyonsdale,RPS Maintenance,16.00,,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Completed,2008,7,,,,,,,POINT (-75.3653622 43.6197333)
01/18/2024,Maintenance,Lyonsdale Biomass,RPS Maintenance,33.49,,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Completed,2015,3,,22,131238,131238,,,POINT (-75.3653622 43.6197333)
01/18/2024,Tier 2,Baldwinsville,T2RFP21-1,7.40,,Hydroelectric,,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,,Central,,,,,,,,13027,Onondaga,NY,Central New York,Operational,2021,3,,0.6,2693,2693,,,POINT (-76.29835 43.18518)
01/18/2024,Tier 2,Moose River Hydro,T2RFP21-1,7.97,,Hydroelectric,,,EONY Generation Limited,EONY Generation Limited,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Operational,2021,3,,12.2,53598,53598,,,POINT (-75.3653622 43.6197333)
01/18/2024,Tier 2,Talcville,T2RFP21-1,8.00,,Hydroelectric,,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,,Mohawk Valley,,,,,,,,13635,St Lawrence,NY,North Country,Operational,2021,3,,1.1,4075,4075,,,POINT (-75.254482354 44.323997847)
01/18/2024,Tier 4,Champlain Hudson Power Express (CHPE),T4RFP21-1,,,https://chpexpress.com/,,,H.Q. Energy Services (U.S.) Inc.,"Transmission Developers, Inc. (backed by Blackstone) and Hydro-Québec",,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=10-T-0139,https://chpexpress.com/overview-of-public-documents/permits/,,,,,Under Development,2026,25,,,10402500,,,1250,
01/18/2024,Tier 4,Clean Path NY (CPNY),T4RFP21-1,,,https://www.cleanpathny.com/,,,Clean Path New York LLC,Forward Power (a joint venture of Invenergy and energyRe) and the New York Power Authority,1168,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-T-0558,https://www.cleanpathny.com/public-documents,,,,,Under Development,2027,25,,,7870865,,,1300,
01/18/2024,Maintenance,Black Brook Hydro_October 2021 Award,Tier 2 - Maintenance,22.57,,Maintenance Hydroelectric,,,,,,,North,,,,,,,,12912,Clinton,NY,North Country,Operational,2021,3,,0.64,1851,1851,,,POINT (-73.67739 44.444075)
01/18/2024,Maintenance,Finger Lakes,Tier 2 - Maintenance,12.64,,Maintenance Hydroelectric,,,,,,,Central,,,,,,,,14850,Tompkins,NY,Southern Tier,Completed,2019,3,,0.15,625,625,,,POINT (-76.5001 42.444575)
01/18/2024,Maintenance,Kayuta Lake Hydro,Tier 2 - Maintenance,11.62,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13338,Oneida,NY,Mohawk Valley,Completed,2018,3,,0.46,1897,1897,,,POINT (-75.202225 43.43901)
01/18/2024,Maintenance,Kayuta Lake Hydro _July 2021 Award,Tier 2 - Maintenance,18.88,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13338,Oneida,NY,Mohawk Valley,Operational,2022,3,,0.46,1681,1681,,,POINT (-75.202225 43.43901)
01/18/2024,Maintenance,Long Falls - Ampersand,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13619,Jefferson,NY,North Country,Under Development,,3,,0.33,,8006,,,POINT (-75.6114334 43.9800463)
01/18/2024,Maintenance,Lyons Falls Hydro,Tier 2 - Maintenance,7.80,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,23570,,,,,,,13368,Lewis,NY,North Country,Completed,2019,3,,8.59,42590,42590,,,POINT (-75.3653622 43.6197333)
