Data Through Date,Eligibility,Project Name,Solicitation Name,Fixed REC Price,Index REC Strike Price,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Article 10 or 94C Case Number,Second Article 10 or 94C Case Number,Article VII,Federal Permitting Mechanism,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,Transmission Capacity (HVDC),Georeference
01/18/2024,Non-Tier 1,Bear Creek,916,19.20,,Land Based Wind,,,,,,,,,,,,,,,18101,,Pennsylvania,,Completed,2006,4,22,,59743,68704,,,POINT (-75.47157 40.602005)
01/18/2024,Non-Tier 1,Maple Ridge,916,22.95,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13367,Lewis,NY,North Country,Completed,2006,10,321,,526800,605820,,,POINT (-75.489145 43.78851)
01/18/2024,Non-Tier 1,Browns Falls*,916,1.60,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13670,St Lawrence,NY,North Country,Completed,2006,1,,,978,1125,,,POINT (-75.06606 44.19779)
01/18/2024,Non-Tier 1,Higley Falls*,916,2.49,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13625,St Lawrence,NY,North Country,Completed,2006,1,,,8917,10255,,,POINT (-74.93936 44.55287)
01/18/2024,Non-Tier 1,Spier Falls,916,2.74,,Hydroelectric,,,,,,,Capital,24058,,,,,,,12822,Saratoga,NY,Capital Region,Completed,2006,10,0.8,,3115,3582,,,POINT (-73.8343632 43.2417323)
01/18/2024,Non-Tier 1,Altona,1037,17.55,,Land Based Wind,,,,,,,North,323606,,,,,,,12910,Clinton,NY,North Country,Completed,2009,10,102,96.9,179316,188282,,,POINT (-73.65417 44.888405)
01/18/2024,Non-Tier 1,Bliss,1037,14.85,,Land Based Wind,,,,,,,Genesee,323608,,,,,,,14024,Wyoming,NY,Finger Lakes,Completed,2008,10,100.5,95.5,182590,191720,,,POINT (-78.254915 42.57816)
01/18/2024,Non-Tier 1,Chateaugay Wind Farm,1037,17.75,,Land Based Wind,,,,,,,North,,,,,,,,12920,Clinton,NY,North Country,Completed,2009,10,106.5,101.2,204817,215058,,,POINT (-74.07652 44.925855)
01/18/2024,Non-Tier 1,Clinton Wind,1037,14.85,,Land Based Wind,,,,,,,North,,,,,,,,12962,Clinton,NY,North Country,Completed,2008,10,100.5,95.5,172140,180747,,,POINT (-73.5638682 44.6941568)
01/18/2024,Non-Tier 1,Cohocton,1037,19.94,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,87.5,8.3,21247,23372,,,POINT (-77.5002615 42.4986438)
01/18/2024,Non-Tier 1,Dutch Hill,1037,13.86,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,37.5,4.3,8513,8513,,,POINT (-77.5002615 42.4986438)
01/18/2024,Non-Tier 1,Ellenburg,1037,14.85,,Land Based Wind,,,,,,,North,,,,,,,,12923,Clinton,NY,North Country,Completed,2008,10,81,77,159410,167381,,,POINT (-73.9322061 44.9552406)
01/18/2024,Non-Tier 1,Allens Falls,1037,8.50,,Hydroelectric,,,,,,,Mohawk Valley,24042,,,,,,,13676,St Lawrence,NY,North Country,Completed,2008,10,0.3,0.3,1523,1675,,,POINT (-74.982955 44.67295)
01/18/2024,Non-Tier 1,Browns Falls,1037,8.00,,Hydroelectric,,,,,,,Mohawk Valley,24044,,,,,,,13670,St Lawrence,NY,North Country,Completed,2008,10,0.4,0.4,1161,1277,,,POINT (-75.06606 44.19779)
01/18/2024,Non-Tier 1,Colton,1037,8.25,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,0.7,0.7,4410,4851,,,POINT (-74.93936 44.55287)
01/18/2024,Non-Tier 1,Eagle,1037,9.00,,Hydroelectric,,,,,,,Mohawk Valley,10063,,,,,,,13327,Lewis,NY,North Country,Completed,2008,10,0.5,0.5,2892,3181,,,POINT (-75.3877596 43.89345)
01/18/2024,Non-Tier 1,East Norfolk,1037,9.97,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,0.9,0.9,5643,6207.3,,,POINT (-74.9896725 44.8002742)
01/18/2024,Non-Tier 1,Higley Falls,1037,9.95,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,1.9,1.9,10589,11648,,,POINT (-74.93936 44.55287)
01/18/2024,Non-Tier 1,Norfolk,1037,9.96,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,1.5,1.5,6822,7504,,,POINT (-74.9896725 44.8002742)
01/18/2024,Non-Tier 1,Norwood,1037,9.99,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13668,St Lawrence,NY,North Country,Completed,2008,10,0.5,0.5,4207,4628,,,POINT (-74.996245 44.74861)
01/18/2024,Non-Tier 1,Oswego Falls,1037,8.75,,Hydroelectric,,,,,,,Central,24041,,,,,,,13069,Oswego,NY,Central New York,Completed,2008,10,0.6,0.6,2688,2957,,,POINT (-76.41174 43.325035)
01/18/2024,Non-Tier 1,Raymondville,1037,9.98,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,0.7,0.7,3291,3620,,,POINT (-74.9896725 44.8002742)
01/18/2024,Non-Tier 1,Bellmont,1037,17.75,,Land Based Wind,,,,,,,North,,,,,,,,12969,Franklin,NY,North Country,Cancelled,,10,21,19.95,57671,63438,,,POINT (-74.1372737 44.7030763)
01/18/2024,Non-Tier 1,Niagara Generating Facility*,1037,11.99,,Biomass,,,,,,,West,,,,,,,,14304,Niagara,NY,Western New York,Completed,2008,10,26,26,180500,189525,,,POINT (-78.96109 43.090764)
01/18/2024,Non-Tier 1,Prattsburgh Windfarm,1037,16.94,,Land Based Wind,,,,,,,Central,,,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,10,55.5,5.55,14245,15670,,,POINT (-77.2854541 42.5262895)
01/18/2024,Non-Tier 1,Cohocton*,1168,16.50,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,,26.3,65700,65700,,,POINT (-77.5002615 42.4986438)
01/18/2024,Non-Tier 1,Dutch Hill*,1168,16.50,,Land Based Wind,,,,,,,Central,323617,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,,11.3,28200,28200,,,POINT (-77.5002615 42.4986438)
01/18/2024,Non-Tier 1,Wethersfield,1168,15.25,,Land Based Wind,,,,,,,Genesee,323626,,,,,,,14066,Wyoming,NY,Finger Lakes,Completed,2009,10,126,119.7,314572,314572,,,POINT (-78.13412 42.64708)
01/18/2024,Non-Tier 1,Effley,1168,9.99,,Hydroelectric,,,,,,,Mohawk Valley,24048,,,,,,,13327,Lewis,NY,North Country,Completed,2009,10,0.3,0.3,1399,1399,,,POINT (-75.3877596 43.89345)
01/18/2024,Non-Tier 1,High Falls,1168,20.00,,Hydroelectric,,,,,,,,,,,,,,,J0X2L,,QC,,Completed,2009,10,14.7,14,26410,26410,,,
01/18/2024,Non-Tier 1,Piercefield,1168,9.98,,Hydroelectric,,,,,,,North,24042,,,,,,,12973,St Lawrence,NY,North Country,Completed,2009,10,0.1,0.1,385,385,,,POINT (-74.568065 44.23241)
01/18/2024,Non-Tier 1,Prattsburgh,1168,16.50,,Land Based Wind,,,,,,,Central,,,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,10,54,16.2,40500,40500,,,POINT (-77.2854541 42.5262895)
01/18/2024,Non-Tier 1,Sherman Island,1168,13.99,,Hydroelectric,,,,,,,Capital,,,,,,,,12804,Warren,NY,Capital Region,Completed,2009,10,4.7,4.5,19292,19292,,,POINT (-73.678785 43.33471)
01/18/2024,Non-Tier 1,AES Greenidge,1168,19.25,,Biomass,,,,,,,Central,,,,,,,,14527,Yates,NY,Finger Lakes,Completed,2009,3,4,,28500,28500,,,POINT (-77.05514 42.660715)
01/18/2024,Non-Tier 1,Hardscrabble,1681,15.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,74,43.7,121508,121508,,,POINT (-75.0152971 43.1886557)
01/18/2024,Non-Tier 1,School Street,1681,9.49,,Hydroelectric,,,,,,,Capital,24059,,,,,,,12047,Albany,NY,Capital Region,Completed,2011,10,5.2,4.9,21885,21885,,,POINT (-73.7045184 42.7728676)
01/18/2024,Non-Tier 1,Stewarts Bridge Hydro (Upgrade),1681,9.24,,Hydroelectric,,,,,,,Capital,24058,,,,,,,12822,Saratoga,NY,Capital Region,Completed,2011,10,2.9,2.76,11609,11609,,,POINT (-73.8343632 43.2417323)
01/18/2024,Non-Tier 1,Albany 1,1851,13.85,,Biogas - LFG,,,,,,,Capital,323615,,,,,,,12205,Albany,NY,Capital Region,Completed,2011,10,0.9,0.86,5625,5625,,,POINT (-73.79864 42.694925)
01/18/2024,Non-Tier 1,Hardscrabble Wind Energy Project,1851,21.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,0,26.64,74141,74141,,,POINT (-75.0152971 43.1886557)
01/18/2024,Non-Tier 1,High Sheldon,1851,18.50,,Land Based Wind,,,,,,,West,,,,,,,,14145,Wyoming,NY,Finger Lakes,Completed,2012,10,112.5,106.9,228200,228200,,,POINT (-78.4487301 42.7018621)
01/18/2024,Non-Tier 1,Mechanicville,1851,17.50,,Hydroelectric,,,,,,,Capital,,,,,,,,12118,Saratoga,NY,Capital Region,Completed,2011,10,4.5,4.28,19000,19000,,,POINT (-73.6917352 42.9054478)
01/18/2024,Non-Tier 1,Steel Winds II,1851,20.00,,Land Based Wind,,,,,,,West,323693,,,,,,,14218,Erie,NY,Western New York,Completed,2012,10,15,14,37430,37430,,,POINT (-78.82654 42.820135)
01/18/2024,Non-Tier 1,Stuyvesant Falls,1851,19.50,,Hydroelectric,,,,,,,Capital,,,,,,,,12173,Columbia,NY,Capital Region,Completed,2013,10,6,5.7,11677,11677,,,POINT (-73.78091 42.39024)
01/18/2024,Non-Tier 1,Taylorville Hydro,1851,14.62,,Hydroelectric,,,,,,,Mohawk Valley,24048,,,,,,,13327,Lewis,NY,North Country,Completed,2011,10,0.1,0.1,684,684,,,POINT (-75.3877596 43.89345)
01/18/2024,Non-Tier 1,Wappingers Falls,1851,20.00,,Hydroelectric,,,,,,,Hudson Valley,,,,,,,,12590,Dutchess,NY,Mid-Hudson,Completed,2011,10,0.12,0.11,474,474,,,POINT (-73.915605 41.597195)
01/18/2024,Non-Tier 1,Stewarts Bridge,2226,19.75,,Hydroelectric,,,,,,,Capital,24058,,,,,,,12822,Saratoga,NY,Capital Region,Completed,2013,10,2.6,2.49,10491,10491,,,POINT (-73.8343632 43.2417323)
01/18/2024,Non-Tier 1,Albany 2,2226,14.95,,Biogas - LFG,,,,,,,Capital,323615,,,,,,,12205,Albany,NY,Capital Region,Completed,2012,10,3.2,3,22340,22340,,,POINT (-73.79864 42.694925)
01/18/2024,Non-Tier 1,Black Brook,2226,25.00,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,12912,Clinton,NY,North Country,Completed,2011,10,0.64,0.61,1900,1900,,,POINT (-73.67739 44.444075)
01/18/2024,Non-Tier 1,Chautauqua LFGE,2226,25.00,,Biogas - LFG,,,,,,,West,323629,,,,,,,14701,Chautauqua,NY,Western New York,Completed,2011,10,8,2.11,11209,11209,,,POINT (-79.238355 42.099115)
01/18/2024,Non-Tier 1,DANC,2226,26.00,,Biogas - LFG,,,,,,,Mohawk Valley,,,,,,,,13682,Jefferson,NY,North Country,Completed,2011,10,4.8,4,19178,19178,,,POINT (-75.93664 43.852315)
01/18/2024,Non-Tier 1,Howard,2226,17.50,,Land Based Wind,,,,,,,Central,323690,,,,,,,14823,Steuben,NY,Southern Tier,Completed,2012,10,51.25,46.13,115184,115184,,,POINT (-77.605625 42.26788)
01/18/2024,Non-Tier 1,Hyland LFGE,2226,20.49,,Biogas - LFG,,,,,,,Genesee,,,,,,,,14709,Allegany,NY,Western New York,Completed,2011,10,4.8,2.2,15396,15396,,,POINT (-78.022205 42.30784)
01/18/2024,Non-Tier 1,Marble River,2226,20.44,,Land Based Wind,,,,,,,North,323696,,,,,,,12923,Clinton,NY,North Country,Completed,2012,10,215.25,204.49,581510,581510,,,POINT (-73.9322061 44.9552406)
01/18/2024,Non-Tier 1,Ontario,2226,26.00,,Biogas - LFG,,,,,,,Central,,,,,,,,14561,Ontario,NY,Finger Lakes,Completed,2011,10,6.4,3,17232,17232,,,POINT (-77.135405 42.79881)
01/18/2024,Non-Tier 1,Orangeville,2226,20.89,,Land Based Wind,,,,,,,Central,323706,,,,,,,14569,Wyoming,NY,Finger Lakes,Operational,2014,10,92.8,88.16,279103,279103,,,POINT (-78.1325852 42.740665)
01/18/2024,Non-Tier 1,Seneca,2226,26.00,,Biogas - LFG,,,,,,,Central,,,,,,,,13165,Seneca,NY,Finger Lakes,Completed,2011,10,12.8,5.85,46664,46664,,,POINT (-76.8627782 42.9013852)
01/18/2024,Non-Tier 1,Modern,2226,26.00,,Biogas - LFG,,,,,,,West,,,,,,,,14174,Niagara,NY,Western New York,Completed,2011,10,6.4,,20306,20306,,,POINT (-79.04468 43.250665)
01/18/2024,Non-Tier 1,Wave Hydro,2226,22.00,,Hydroelectric,,,,,,,Central,,,,,,,,13027,Onondaga,NY,Central New York,Cancelled,,10,0.95,0.33,900,900,,,POINT (-76.29835 43.18518)
01/18/2024,Non-Tier 1,Howard (Expansion),2389,28.50,,Land Based Wind,,,,,,,Central,323690,,,,,,,14823,Steuben,NY,Southern Tier,Completed,2013,10,4.1,3.9,9849,9849,,,POINT (-77.605625 42.26788)
01/18/2024,Non-Tier 1,Mill Street Dam,2389,20.25,,Hydroelectric,,,,,,,Central,,,,,,,,13021,Cayuga,NY,Central New York,Operational,2014,10,0.22,0.23,986,986,,,POINT (-76.56687 42.9355)
01/18/2024,Non-Tier 1,Black River,2389,33.00,,Biomass,,,,,,,Mohawk Valley,23780,,,,,,,13602,Jefferson,NY,North Country,Operational,2013,10,43.26,41.1,324045,324045,,,POINT (-75.768535 44.029755)
01/18/2024,Non-Tier 1,Clinton Co.,2389,24.99,,Biogas - LFG,,,,,,,North,,,,,,,,12962,Clinton,NY,North Country,Completed,2012,10,6.4,1.28,6275,6275,,,POINT (-73.5638682 44.6941568)
01/18/2024,Non-Tier 1,Community Refuse LFG,2389,14.98,,Biogas - LFG,,,,,,,,,,,,,,,17257,,Pennsylvania,,Completed,2012,10,6.4,6.08,47402,47402,,,POINT (-77.519335 40.05105)
01/18/2024,Non-Tier 1,Locust Ridge,2389,16.98,,Land Based Wind,,,,,,,,PJM,,,,,,,19087,,Pennsylvania,,Completed,2012,10,26,24.7,54093,54093,,,POINT (-75.4612477 40.0743198)
01/18/2024,Non-Tier 1,Niagara BioEnergy,2554,30.00,,Biogas - ADG,New,,,,,,West,,,,,,,,14304,Niagara,NY,Western New York,Operational,2019,10,0.85,0.81,4750,4750,,,POINT (-78.96109 43.090764)
01/18/2024,Non-Tier 1,"401 Fieldcrest Dr. Elmsford, NY 10523",2554,32.22,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10523,Westchester,NY,Mid-Hudson,Operational,2015,10,0.8,0.76,6325,6325,,,POINT (-73.817175 41.05446)
01/18/2024,Non-Tier 1,ATT Clean Energy Project - Rego Park,2554,29.95,,Fuel Cell,,,,,,,New York City,,,,,,,,11374,Queens,NY,New York City,Operational,2015,10,0.2,0.19,1264,1264,,,POINT (-73.8626827 40.7270469)
01/18/2024,Non-Tier 1,Henkel US Operations Corp - Geneva Facility,2554,24.00,,Land Based Wind,,,,,,,Central,,,,,,,,14456,Ontario,NY,Finger Lakes,Operational,2013,10,3.3,3.14,3847,3847,,,POINT (-76.983615 42.87351)
01/18/2024,Non-Tier 1,Howard*,2554,37.00,,Land Based Wind,,,,,,,Central,323690,,,,,,,14823,Steuben,NY,Southern Tier,Operational,2013,10,,2.55,6359,6359,,,POINT (-77.605625 42.26788)
01/18/2024,Non-Tier 1,Stop and Shop Clean Energy Project - Mt. Vernon,2554,30.00,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10550,Westchester,NY,Mid-Hudson,Operational,2015,10,0.26,0.25,1606,1606,,,POINT (-73.837705 40.91064)
01/18/2024,Non-Tier 1,Black Oak,2554,39.95,,Land Based Wind,New,,,,,,Central,,,,,,,,14867,Tompkins,NY,Southern Tier,Cancelled,,10,12.6,11.97,40894,40894,,,POINT (-76.55499 42.38683)
01/18/2024,Non-Tier 1,Cody Road,2554,33.00,,Land Based Wind,New,,,,,,Central,,,,,,,,13035,Madison,NY,Central New York,Cancelled,,10,10,9.5,27463,27463,,,POINT (-75.85363 42.93284)
01/18/2024,Non-Tier 1,Marsh Hill,2554,36.95,,Land Based Wind,,,,,,,Central,323713,,,,,,,14855,Steuben,NY,Southern Tier,Operational,2014,10,16.2,15.39,52526,52526,,,POINT (-77.507045 42.125255)
01/18/2024,Non-Tier 1,Rio,2554,25.00,,Hydroelectric,,,,,,,Hudson Valley,,,,,,,,12737,Sullivan,NY,Mid-Hudson,Completed,2014,10,0.8,0.76,4199,4199,,,POINT (-74.8164663 41.5177014)
01/18/2024,Tier 1,Buffalo BioEnergy,2554,30.00,,Biogas - ADG,New,,Sustainable BioPower LLC,Quasar Energy Group,,,West,N/A,,,,,,,14224,Erie,NY,Western New York,Operational,2017,10,1.24,1.24,4750,4750,,,POINT (-78.753835 42.835045)
01/18/2024,Non-Tier 1,ATT Clean Energy Project - 400 Hamilton A,2554,29.95,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10601,Westchester,NY,Mid-Hudson,Cancelled,,10,0.5,0.5,4216,4216,,,POINT (-73.766102 41.0311413)
01/18/2024,Non-Tier 1,ATT Clean Energy Project - 400 Hamilton B,2554,29.95,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10601,Westchester,NY,Mid-Hudson,Cancelled,,10,1,1.05,8432,8432,,,POINT (-73.766102 41.0311413)
01/18/2024,Tier 1,Arkwright Summit,2985,21.75,,Land Based Wind,New,,Arkwright Summit Wind Farm LLC,EDP Renewables,,,West,323751,,,,,,,14063,Chautauqua,NY,Western New York,Operational,2020,20,78.4,75.58,229873,229873,,,POINT (-79.33261 42.44417)
01/18/2024,Tier 1,Jericho Rise,2985,24.50,,Land Based Wind,New,,"Jericho Rise Wind Farm, LLC",EDP Renewables,,,North,323719,,,,,,,12920,Franklin,NY,North Country,Operational,2019,20,77.7,73.81,206272,206272,,,POINT (-74.07652 44.925855)
01/18/2024,Tier 1,Fulton Unit 2,3084,14.55,,Hydroelectric,New,,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,24041,583,SEQR,,,,,13069,Oswego,NY,Central New York,Operational,2018,20,0.45,0.45,3819,3819,,,POINT (-76.41174 43.325035)
01/18/2024,Tier 1,Morgan Stanley Headquarters,3084,20.00,,Fuel Cell,New,,"MS Financing, LLC",Morgan Stanley,,,New York City,N/A,,SEQR,,,,,10036,New York,NY,New York City,Operational,2016,20,0.79,0.75,6324,6324,,,POINT (-73.98707 40.7586)
01/18/2024,Tier 1,Ball Hill,3084,,69.55,Land Based Wind,New,,"Ball Hill Wind Energy, LLC",Northland Power,,,West,323825,505,SEQR,,,,,14062,Chautauqua,NY,Western New York,Operational,2023,20,100,100,269877,323852,,,POINT (-79.173575 42.470185)
01/18/2024,Tier 1,Lyons Falls Mill Hydro,3084,22.50,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Cancelled,,20,5.51,5.23,27409,27409,,,POINT (-75.3653622 43.6197333)
01/18/2024,Tier 1,NYC Biogas,3084,25.00,,Biogas - ADG,,,,,,,New York City,,,,,,,,10307,Richmond,NY,New York City,Cancelled,,20,9.6,9.12,75686,75686,,,POINT (-74.24093 40.511325)
01/18/2024,Tier 1,Belfort Unit 3,3257,14.84,,Hydroelectric,Existing,Upgrade,Erie Boulelvard Hydropower LP,Brookfield Renewable,,,Mohawk Valley,24048,,SEQR,,,,,13327,Lewis,NY,North Country,Operational,2016,19,0.36,0.34,1975,1975,,,POINT (-75.3877596 43.89345)
01/18/2024,Tier 1,Fulton Unit 1,3257,15.08,,Hydroelectric,Existing,Upgrade,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,24041,583,SEQR,,,,,13069,Oswego,NY,Central New York,Operational,2018,20,0.87,0.87,6968,6968,,,POINT (-76.41174 43.325035)
01/18/2024,Tier 1,Glen Park,3257,15.00,,Hydroelectric,Existing,Upgrade,"Black River Hydroelectric, LLC",Cube Hydro,,,Mohawk Valley,23778,,SEQR,,,,,13601,Jefferson,NY,North Country,Operational,2016,20,7.18,6.82,32166,32166,,,POINT (-75.9049969 43.9757948)
01/18/2024,Tier 1,North Division Street Dam Hydroelectric Facility,3257,22.50,,Hydroelectric,Existing,Upgrade,City of Auburn,City of Auburn,,,Mohawk Valley,5015,,SEQR,,,,,13021,Cayuga,NY,Central New York,Operational,2018,20,0.58,0.55,1959,1959,,,POINT (-76.56687 42.9355)
01/18/2024,Tier 1,Regen DG Project,3257,6.40,,Fuel Cell,New,,Bloom Energy Corp,Bloom Energy Corp,,,Dunwoodie,N/A,,SEQR,,,,,10591,Westchester,NY,Mid-Hudson,Operational,2018,20,1.58,1,6442,6442,,,POINT (-73.8613837 41.0804691)
01/18/2024,Tier 1,Swinging Bridge,3257,25.00,,Hydroelectric,Existing,Upgrade,"Eagle Creek Hydro Power, LLC",Eagle Creek Hydro Power,,,Hudson Valley,23641,696,SEQR,,,,,12737,Sullivan,NY,Mid-Hudson,Operational,2020,20,2.18,2.07,4794,4794,,,POINT (-74.8164663 41.5177014)
01/18/2024,Tier 1,Tannery Island - Tannery Island Hydro,3257,9.50,,Hydroelectric,Existing,Upgrade,Ampersand Tannery Island Hydro LLC,Ampersand Energy Partners,,,Mohawk Valley,23633,,SEQR,,,,,13619,Jefferson,NY,North Country,Operational,2016,20,0.17,0.16,827,827,,,POINT (-75.6114334 43.9800463)
01/18/2024,Tier 1,Coeymans Solar,3257,,75.82,Solar,New,,Hecate Energy Albany 1 LLC,Greenbacker Renewable Energy Corporation,,,Capital,323833,570,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0617,,,,12158,Albany,NY,Capital Region,Under Development,2023,20,20,20,36084,43300,,,POINT (-73.804098 42.5347655)
01/18/2024,Tier 1,Greene County 1,3257,,88.04,Solar,New,,Hecate Energy Greene 1 LLC,Greenbacker Renewable Energy Corporation,,,Hudson Valley,,570,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,,12051,Greene,NY,Capital Region,Under Development,2024,20,20,20,36084,43300,,,POINT (-73.8001552 42.3480669)
01/18/2024,Tier 1,Greene County 2,3257,,88.04,Solar,New,,Hecate Energy Greene 2 LLC,Greenbacker Renewable Energy Corporation,,,Hudson Valley,,570,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,,12051,Greene,NY,Capital Region,Under Development,2024,20,10,10,18042,21650,,,POINT (-73.8001552 42.3480669)
01/18/2024,Tier 1,Hecate Energy Greene County 1,3257,26.91,,Solar,New,,Hecate Energy New York LLC,Hecate Energy,,,Hudson Valley,,570,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0617,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,12051,Greene,NY,Capital Region,Cancelled,,20,49.99,47.49,85699,85699,,,POINT (-73.8001552 42.3480669)
01/18/2024,Non-Tier 1,Burt Dam Incremental Hydro,3257,10.00,,Hydroelectric,Existing,Upgrade,,,,,West,,,SEQR,,,,,14028,Niagara,NY,Western New York,Operational,2016,19,0.09,0.08,324,324,,,POINT (-78.7130158 43.3184626)
01/18/2024,Tier 1,Eight Point Wind,3257,,70.8,Land Based Wind,New,,Eight Point Wind LLC,NextEra Energy Resources,,,Central,323820,422,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0062,,,,14877,Steuben,NY,Southern Tier,Operational,2023,20,111.2,101.2,313825,376590,,,POINT (-77.6619234 42.0821269)
01/18/2024,Tier 1,Number Three Wind Farm,3257,,74.96,Land Based Wind,New,,Number Three Wind LLC,Invenergy,,,Mohawk Valley,323818,531,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0328,,,,13367,Lewis,NY,North Country,Operational,2023,20,103.9,105.8,278500,334200,,,POINT (-75.489145 43.78851)
01/18/2024,OREC,Empire Wind,ORECRFP18-1,,99.08,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=65825&MNO=21-T-0366,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,,,,,Under Development,2026,25,816,816,,,4550000,,
01/18/2024,OREC,Sunrise Wind,ORECRFP18-1,,110.37,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,https://www.permits.performance.gov/permitting-project/sunrise-wind-farm,,,,,Under Development,2025,25,924,924,,,4419800,,
01/18/2024,OREC,Beacon Wind,ORECRFP20-1,,118,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=68175,,,,,,Under Development,2028,25,1230,1230,,,6018100,,
01/18/2024,OREC,Empire Wind 2,ORECRFP20-1,,107.5,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,Article 7,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-T-0346&CaseSearch=Search,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,,,,,Cancelled,,25,1260,1260,,,5765100,,
01/18/2024,Tier 1,Blue Stone Solar,RESRFP17-1,25.00,,Solar,New,,"Blue Stone Solar, LLC","National Grid Renewables, LLC",,,Hudson Valley,,621,SEQR,,,,,12477,Ulster,NY,Mid-Hudson,Cancelled,,20,19.99,19.99,27493,32991,,,POINT (-73.94911 42.07687)
01/18/2024,Tier 1,Little Pond Solar,RESRFP17-1,,81.97,Solar,New,,"Little Pond Solar, LLC",Greenbacker Renewable Energy Corporation,,,Hudson Valley,,575,SEQR,,,,,12780,Orange,NY,Mid-Hudson,"Cancelled, subject to providing replacement contract security",,20,19.99,19.99,37649,45178,,,POINT (-74.7313772 41.4071965)
01/18/2024,Tier 1,Rising Solar,RESRFP17-1,22.50,,Solar,New,,Rising Solar LLC,"National Grid Renewables, LLC",,,Hudson Valley,,,SEQR,,,,,10990,Orange,NY,Mid-Hudson,Cancelled,,20,20,20,32184,38619,,,POINT (-74.358345 41.25477)
